DeveloperStatus,Age,EdLevel,Employment,WorkExp,WorkExpLevel,YearsCode,YearOfCodingLevel,DevType,OrgSize,OrgSizeCategory,Industry,AIThreat,Career,Country,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,LanguageCount,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,DatabaseCount,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,PlatformCount,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,WebframeCount,DevEnvsHaveWorkedWith,DevEnvsWantToWorkWith,DevEnvsAdmired,DevEnvsCount,AIModelsHaveWorkedWith,AIModelsWantToWorkWith,AIModelsAdmired,AIModelsCount,AIUsageScale,AIWorkflowSentiment,AIAccuracyTrust,AIComplex,AIToolCurrentlyUseFor,PartialAITaskCount,AIToolDontPlanToUseFor,NoAITaskCount,AIToolPlanToPartiallyUseFor,PlannedPartialAITaskCount,AIToolPlanToMostlyUseFor,PlannedMostlyAITaskCount,AIAgents,AIAgentChange,ConvertedCompYearly,JobSat,,
Professional Developer,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Freelancer,5,Mid,15,Senior,"Developer, full-stack",Unknown,Unknown,Software Development,No,No Career Change,United Kingdom,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,Assembly;Bash/Shell (all shells);C;C++;Go;Perl;PHP;Python;SQL,Assembly;Bash/Shell (all shells);C;C++;Perl;PHP;Python;SQL,11,MariaDB,Elasticsearch;MariaDB;PostgreSQL,MariaDB,3,APT;Cloudflare;Make;Pacman;Pip,APT;Make;Pacman;Pip,APT;Make;Pacman;Pip,5,Unknown,Unknown,Unknown,1,Nano;Neovim;Vim,Nano;Neovim,Nano;Neovim,3,Unknown,Unknown,Unknown,1,1,Indifferent,Neither trust nor distrust,I don’t use AI / Don’t know,Generating content or synthetic data,1,Learning about a codebase;Project planning;Writing code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Learning new concepts or technologies,10,Unknown,1,Unknown,1,"No, no Plans",Not at all or minimally,75410,10,,
Professional Developer,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,22,Senior,28,Senior,Engineering manager,100 to 499 employees,Medium,Energy,No,No Career Change,Canada,Bash/Shell (all shells);C#;Go;Java;PowerShell;Rust;SQL;TypeScript,C#;Rust;TypeScript,C#;Rust;TypeScript,8,Elasticsearch;InfluxDB;Microsoft SQL Server,Unknown,Unknown,4,Amazon Web Services (AWS);Cargo;Docker;npm;NuGet;Webpack;Yarn,Docker;Yarn,Docker;Yarn,7,ASP.NET;ASP.NET Core;Node.js;React,React,React,4,Rider;RustRover;Vim;Visual Studio Code,Rider;RustRover;Vim;Visual Studio Code,Rider;RustRover;Vim;Visual Studio Code,4,Unknown,Unknown,Unknown,1,1,Very unfavorable,Highly distrust,Very poor at complex tasks,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation;Other (write in):,11,Search for answers;Generating content or synthetic data;Learning new concepts or technologies,3,Unknown,1,"No, no Plans",Not at all or minimally,136432,8,,
Professional Developer,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Freelancer,35,Senior,35,Senior,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Micro,Software Development,No,No Career Change,United States of America,Bash/Shell (all shells);C;C++;Dart;Java;Python;Swift,C;C++;Dart;Java;Kotlin;MicroPython;Python;Rust;Swift,C;C++;Dart;Java;Python;Swift,10,Firebase Realtime Database;MySQL,Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;SQLite,Firebase Realtime Database;MySQL,5,Firebase;Homebrew;Make;Maven (build tool);npm;Pip,Firebase;Homebrew;Pip,Firebase;Homebrew;Pip,6,Unknown,Unknown,Unknown,1,Android Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio Code;Xcode,3,Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Reasoning models,Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Reasoning models,Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Reasoning models,3,5,Very favorable,Somewhat trust,"Good, but not great ",Learning about a codebase;Debugging or fixing code;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,5,Unknown,1,Writing code;Predictive analytics,2,Testing code;Committing and reviewing code;Deployment and monitoring,3,"No, Planning Soon","Yes, somewhat",80000,8,,
Non-Developer (Support/Occasional),35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Not employed,9,Mid,1,Beginner,Academic researcher,"1,000 to 4,999 employees",Large,Insurance,Yes,Career Change – Voluntary,India,Ada;Bash/Shell (all shells);C;C++;COBOL;Dart;Delphi;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zig;Mojo;Gleam,Assembly;C#;Elixir;Erlang;F#;JavaScript;Kotlin;Lisp;Lua;MATLAB;MicroPython,Unknown,43,BigQuery;Cassandra;Cloud Firestore;Cosmos DB;Databricks SQL;Datomic;DuckDB;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;IBM DB2;InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;Snowflake,Datomic;DuckDB;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;IBM DB2;InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;SQLite;Supabase;Clickhouse;Cockroachdb;Amazon Redshift;Pocketbase;Valkey,Datomic;DuckDB;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;IBM DB2;InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle,30,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Alibaba Cloud Qwen models;Amazon Titan models;Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);Microsoft Phi-4 models;Mistral AI models;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;Perplexity Sonar models;Reka (Flash 3 or other Reka models);X Grok models,Cohere: Command A;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models),Unknown,18,4,Favorable,Highly distrust,Bad at complex tasks,Project planning;Committing and reviewing code;Predictive analytics;Generating content or synthetic data,4,Unknown,1,Unknown,1,Unknown,1,"Yes, Weekly","Yes, somewhat",306,8,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,Mid,10,Senior,"Developer, back-end",100 to 499 employees,Medium,Fintech,Yes,No Career Change,Germany,Bash/Shell (all shells);Java;Kotlin;Python;SQL;TypeScript,Bash/Shell (all shells);Go;Java;Kotlin;SQL,Bash/Shell (all shells);Java;Kotlin;SQL,7,BigQuery;MongoDB;PostgreSQL,Elasticsearch;MongoDB;PostgreSQL,MongoDB;PostgreSQL,4,Docker;Google Cloud;Gradle;Kubernetes;Maven (build tool);Terraform,Ansible;Docker;Gradle;New Relic,Docker;Gradle,8,Spring Boot,Spring Boot,Spring Boot,1,IntelliJ IDEA,IntelliJ IDEA,IntelliJ IDEA,1,Gemini (Flash general purpose models);openAI GPT (chatbot models),openAI GPT (chatbot models),openAI GPT (chatbot models),2,4,Indifferent,Somewhat distrust,Very poor at complex tasks,Committing and reviewing code;Search for answers,2,Project planning;Documenting code;Debugging or fixing code;Testing code;Deployment and monitoring;Learning new concepts or technologies,6,Writing code;Predictive analytics;Creating or maintaining documentation,3,Learning about a codebase;Generating content or synthetic data,2,"No, only Copilot Mode",Not at all or minimally,98612,8,,
Professional Developer,45-54 years old,Some college/university study without earning a degree,Not employed,24,Senior,40,Senior,"Architect, software or solutions",Unknown,Unknown,Unknown,No,No Career Change,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;TypeScript,C#;Go;Rust;SQL;TypeScript,Rust;TypeScript,8,Dynamodb,DuckDB;Dynamodb;PostgreSQL;Amazon Redshift,Dynamodb,4,Amazon Web Services (AWS);Cargo;Datadog;Docker;Homebrew;npm;Vite,Amazon Web Services (AWS);Cargo;Docker;Homebrew;npm;NuGet,Amazon Web Services (AWS);Cargo;Docker;Homebrew;npm,8,Express;Node.js;React,Express;Next.js;Node.js;React,Express;Node.js;React,4,Cursor;Sublime Text;Visual Studio Code,Sublime Text;Visual Studio Code,Sublime Text;Visual Studio Code,3,Amazon Titan models;Anthropic: Claude Sonnet;Meta Llama (all models),Anthropic: Claude Sonnet;Meta Llama (all models),Anthropic: Claude Sonnet;Meta Llama (all models),3,5,Favorable,Somewhat distrust,Bad at complex tasks,Learning about a codebase;Project planning;Writing code;Debugging or fixing code;Testing code;Committing and reviewing code;Search for answers;Learning new concepts or technologies,8,Unknown,1,Deployment and monitoring;Generating content or synthetic data,2,Documenting code;Predictive analytics;Creating or maintaining documentation,3,"Yes, Weekly","Yes, somewhat",274000,7,,
Professional Developer,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Freelancer,20,Senior,12,Senior,"Developer, full-stack",Unknown,Unknown,Government,I'm not sure,Changed Involuntarily,France,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;SQL;TypeScript,HTML/CSS;Rust;SQL,HTML/CSS;Rust;SQL,6,PostgreSQL,PostgreSQL,PostgreSQL,1,Bun;Docker;Make;npm;Vite;Yarn,Docker;Make,Docker;Make,6,Astro;Express;Node.js,Unknown,Unknown,4,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Very unfavorable,Neither trust nor distrust,I don’t use AI / Don’t know,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies;Other (write in):,14,Unknown,1,Unknown,1,"No, no Plans","No, but my development work has changed somewhat due to non-AI factors",81210,5,,
Professional Developer,25-34 years old,Primary/elementary school,Freelancer,11,Senior,8,Mid,"Developer, AI apps or physical AI",Unknown,Unknown,Software Development,Yes,Career Change – Voluntary,Pakistan,HTML/CSS;Java;JavaScript;Swift,HTML/CSS;Java;JavaScript;Swift,HTML/CSS;Java;JavaScript;Swift,4,Microsoft Access,Microsoft Access,Microsoft Access,1,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,4,Unknown,Unknown,Unknown,1,Android Studio,Android Studio,Android Studio,1,Amazon Titan models;Meta Llama (all models);Microsoft Phi-4 models,Alibaba Cloud Qwen models;Amazon Titan models;Gemini (Pro Reasoning models);Meta Llama (all models);Microsoft Phi-4 models;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;X Grok models,Amazon Titan models;Meta Llama (all models);Microsoft Phi-4 models,9,5,Very favorable,Neither trust nor distrust,"Good, but not great ",Unknown,1,Unknown,1,Unknown,1,Unknown,1,"Yes, Daily","Yes, to a great extent",77,8,,
Professional Developer,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,10,Mid,15,Senior,"Developer, full-stack",20 to 99 employees,Small,Media & Advertising Services,Yes,No Career Change,United States of America,C++;Go;HTML/CSS;JavaScript;Lua;PHP;Python;SQL;TypeScript,GDScript,Unknown,11,MariaDB;MySQL;PostgreSQL;Redis;SQLite;Amazon Redshift,MongoDB,Unknown,8,Amazon Web Services (AWS);Chocolatey;Composer;Docker;npm;Vite;Yarn,Google Cloud;pnpm;Webpack,Unknown,11,jQuery;Laravel;Node.js;React,Drupal,Unknown,6,PhpStorm;Visual Studio Code;WebStorm,Unknown,Unknown,4,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,Unknown,Unknown,5,4,Unsure,Neither trust nor distrust,"Good, but not great ",Learning about a codebase;Writing code;Documenting code;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,7,Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics,4,Debugging or fixing code;Testing code,2,Unknown,1,"No, no Plans",Not at all or minimally,115000,9,,
Professional Developer,65 years or older,Some college/university study without earning a degree,Employed,47,Senior,48,Senior,"Developer, back-end",100 to 499 employees,Medium,Healthcare,I'm not sure,No Career Change,United States of America,Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Fortran;Groovy;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,Assembly;Bash/Shell (all shells);C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,Assembly;Bash/Shell (all shells);C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,14,Dynamodb;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,MariaDB;MySQL,MariaDB;MySQL,5,Amazon Web Services (AWS);Docker;Google Cloud;Gradle;Homebrew;Kubernetes;Make;Maven (build tool);npm;NuGet,Amazon Web Services (AWS);Docker;Gradle;Homebrew;Kubernetes;Make,Amazon Web Services (AWS);Docker;Gradle;Homebrew;Kubernetes;Make,10,Angular;AngularJS;jQuery;Node.js;React;Spring Boot,React;Spring Boot,React;Spring Boot,6,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;Vim;Visual Studio;Visual Studio Code;Xcode,IntelliJ IDEA;Vim;Visual Studio Code,IntelliJ IDEA;Vim;Visual Studio Code,7,openAI GPT (chatbot models),openAI GPT (chatbot models),openAI GPT (chatbot models),1,4,Favorable,Somewhat trust,Neither good nor bad,Committing and reviewing code;Search for answers,2,Project planning;Predictive analytics;Generating content or synthetic data,3,Learning about a codebase;Writing code;Documenting code;Debugging or fixing code;Testing code;Deployment and monitoring;Creating or maintaining documentation;Learning new concepts or technologies,8,Unknown,1,"Yes, Weekly","Yes, somewhat",240000,9,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,Mid,12,Senior,"Developer, full-stack",Less than 20 employees,Micro,Software Development,No,Strong Interest in Changing,United Kingdom,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,TypeScript,TypeScript,8,MariaDB;MySQL;SQLite,Unknown,Unknown,4,Composer;Docker;Make;npm;Pip;Vite;Webpack,Unknown,Unknown,8,jQuery;Laravel;Vue.js,Unknown,Unknown,4,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Unfavorable,Somewhat distrust,I don’t use AI / Don’t know,Unknown,1,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies;Other (write in):,14,Unknown,1,Unknown,1,"No, no Plans","No, but my development work has changed somewhat due to non-AI factors",32674,6,,
Professional Developer,45-54 years old,Some college/university study without earning a degree,Freelancer,8,Mid,35,Senior,"Developer, back-end",Unknown,Unknown,Software Development,No,Mild Interest in Changing,France,Assembly;Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;Java;Rust;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;Rust;TypeScript,11,Cassandra;DuckDB;PostgreSQL;Redis;SQLite,Cassandra;DuckDB;PostgreSQL;SQLite,Cassandra;DuckDB;PostgreSQL;SQLite,5,APT;Cargo;Docker;Google Cloud;Kubernetes;npm;Pip;Prometheus;Webpack;Yarn,Cargo;Docker;Kubernetes,Cargo;Docker;Kubernetes,10,Angular;FastAPI;Node.js;React;Axum,Spring Boot;Axum,Axum,6,IntelliJ IDEA;Neovim;RustRover;Vim,IntelliJ IDEA;Neovim,IntelliJ IDEA;Neovim,4,Unknown,Unknown,Unknown,1,3,Indifferent,Somewhat distrust,Bad at complex tasks,Writing code;Documenting code;Search for answers;Creating or maintaining documentation,4,Project planning;Debugging or fixing code;Committing and reviewing code;Deployment and monitoring,4,Learning about a codebase;Testing code;Learning new concepts or technologies,3,Predictive analytics;Generating content or synthetic data,2,"No, no Plans",Not at all or minimally,48726,7,,
Emerging Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,11,Senior,10,Senior,Student,Unknown,Unknown,Unknown,I'm not sure,Mild Interest in Changing,Italy,HTML/CSS;JavaScript;PHP;Python;SQL,MATLAB;PowerShell;R,Unknown,9,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Jupyter Notebook/JupyterLab;Nano;Notepad++;PhpStorm;Visual Studio Code,Unknown,Unknown,6,Unknown,Unknown,Unknown,1,2,Indifferent,Somewhat distrust,"Good, but not great ",Unknown,1,Learning about a codebase;Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Creating or maintaining documentation,8,Writing code;Debugging or fixing code;Learning new concepts or technologies,3,Search for answers;Generating content or synthetic data,2,"No, only Copilot Mode",Not at all or minimally,75410,8,,
Professional Developer,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Freelancer,26,Senior,30,Senior,"Developer, full-stack",Less than 20 employees,Micro,Software Development,I'm not sure,No Career Change,Poland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL,Unknown,Unknown,6,Microsoft SQL Server;Redis,SQLite,Unknown,4,Amazon Web Services (AWS);Composer;Docker;Microsoft Azure;MSBuild;NuGet,Podman,Unknown,8,ASP.NET Core;Blazor;Node.js,Unknown,Unknown,4,Rider;Visual Studio;Visual Studio Code,Unknown,Unknown,4,DeepSeek (V- General purpose models);openAI GPT (chatbot models);X Grok models,openAI GPT (chatbot models),openAI GPT (chatbot models),3,5,Favorable,Somewhat trust,"Good, but not great ",Testing code,1,Unknown,1,Documenting code;Committing and reviewing code;Deployment and monitoring;Creating or maintaining documentation,4,Debugging or fixing code;Generating content or synthetic data,2,"Yes, Daily","Yes, to a great extent",75410,10,,
Professional Developer,65 years or older,"Associate degree (A.A., A.S., etc.)",Employed,50,Senior,55,Senior,"Developer, full-stack",20 to 99 employees,Small,Software Development,No,No Career Change,Canada,C#;HTML/CSS;JavaScript;MicroPython;SQL;VBA,Rust,Unknown,8,MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Unknown,Unknown,8,Unknown,Unknown,Unknown,1,ASP.NET;ASP.NET Core;Blazor;jQuery,Unknown,Unknown,5,Notepad++;Visual Studio;Visual Studio Code,Unknown,Unknown,4,DeepSeek (V- General purpose models);openAI GPT (chatbot models),Unknown,Unknown,3,3,Favorable,Somewhat distrust,Bad at complex tasks,Writing code;Predictive analytics;Search for answers,3,Project planning;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Deployment and monitoring;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,9,Learning about a codebase,1,Unknown,1,"No, only Copilot Mode",Not at all or minimally,43775,6,,
Non-Developer (Support/Occasional),65 years or older,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Retired,50,Senior,30,Senior,Academic researcher,Unknown,Unknown,Unknown,,Unknown,Poland,MATLAB,MATLAB,MATLAB,1,Microsoft Access,Microsoft Access,Microsoft Access,1,Amazon Web Services (AWS),Amazon Web Services (AWS),Amazon Web Services (AWS),1,WordPress,WordPress,WordPress,1,Nano,Nano,Nano,1,Microsoft Phi-4 models,Microsoft Phi-4 models,Microsoft Phi-4 models,1,3,Indifferent,Somewhat trust,Very poor at complex tasks,Unknown,1,Unknown,1,Learning new concepts or technologies,1,Unknown,1,"Yes, Monthly/Infrequent",Not at all or minimally,32748,8,,
Professional Developer,65 years or older,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Retired,11,Senior,15,Senior,"Developer, desktop or enterprise applications",Unknown,Unknown,Unknown,,Unknown,United States of America,C#;Python,Unknown,Unknown,3,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Notepad++;Visual Studio;Visual Studio Code,Unknown,Unknown,4,Unknown,Unknown,Unknown,1,1,Indifferent,Neither trust nor distrust,Neither good nor bad,Unknown,1,Unknown,1,Unknown,1,Unknown,1,"No, no Plans",Not at all or minimally,75410,10,,
Non-Developer (Support/Occasional),35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,15,Senior,1,Beginner,Academic researcher,500 to 999 employees,Large,Higher Education,Yes,Strong Interest in Changing,Yemen,C#;C++;HTML/CSS;Java;JavaScript;Visual Basic (.Net),Ada;Assembly;Bash/Shell (all shells);C;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;Kotlin;Lisp;Lua;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Zig;Mojo;Gleam,Unknown,43,Microsoft Access;Oracle;PostgreSQL;Redis,Neo4J;Oracle;PostgreSQL;Redis,Oracle;PostgreSQL;Redis,5,Google Cloud;Yandex Cloud,Yandex Cloud,Yandex Cloud,2,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,4,Favorable,Somewhat trust,"Good, but not great ",Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Generating content or synthetic data;Creating or maintaining documentation;Learning new concepts or technologies,7,Unknown,1,Learning about a codebase,1,Project planning;Writing code;Debugging or fixing code;Predictive analytics;Search for answers;Other (write in):,6,"Yes, Weekly","Yes, somewhat",75410,8,,
Non-Developer (Support/Occasional),Prefer not to say,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Freelancer,30,Senior,30,Senior,Database administrator or engineer,Unknown,Unknown,Unknown,No,No Career Change,Afghanistan,Unknown,Unknown,Unknown,1,BigQuery;Cassandra;Cosmos DB;Databricks SQL;Dynamodb;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;Snowflake;SQLite;Cockroachdb;Amazon Redshift,Unknown,Unknown,16,Amazon Web Services (AWS);Ansible;Chocolatey;Cloudflare;Datadog;Docker;Kubernetes;Microsoft Azure;New Relic;Ninja;NuGet;Prometheus;Splunk;Terraform,Unknown,Unknown,15,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Very unfavorable,Highly distrust,Very poor at complex tasks,Unknown,1,Unknown,1,Unknown,1,Unknown,1,Unknown,Unknown,75410,8,,
Professional Developer,18-24 years old,Some college/university study without earning a degree,Freelancer,5,Mid,5,Mid,"Developer, full-stack",Less than 20 employees,Micro,Software Development,No,No Career Change,United States of America,HTML/CSS;JavaScript;Rust;TypeScript,Unknown,Unknown,5,PostgreSQL;Redis;Supabase;Valkey,Unknown,Unknown,5,Amazon Web Services (AWS);Cargo;Cloudflare;Digital Ocean;Docker;npm;Supabase;Vercel;Webpack,Unknown,Unknown,10,Express;Next.js;Node.js;React,Unknown,Unknown,5,Cursor;Visual Studio Code,Unknown,Unknown,3,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models;X Grok models,Unknown,Unknown,6,5,Very favorable,Somewhat trust,"Good, but not great ",Project planning;Writing code;Debugging or fixing code;Testing code;Committing and reviewing code;Predictive analytics;Search for answers;Generating content or synthetic data;Learning new concepts or technologies,9,Creating or maintaining documentation,1,Deployment and monitoring,1,Learning about a codebase,1,"Yes, Daily","Yes, to a great extent",1000,10,,
Professional Developer,45-54 years old,Some college/university study without earning a degree,Not employed,20,Senior,25,Senior,"Developer, full-stack",Unknown,Unknown,Unknown,I'm not sure,Strong Interest in Changing,Colombia,HTML/CSS;JavaScript;PHP;SQL;TypeScript,C#;C++;HTML/CSS;JavaScript;PHP;TypeScript;Visual Basic (.Net),HTML/CSS;JavaScript;PHP;TypeScript,8,MariaDB;MySQL;PostgreSQL;SQLite,MySQL,MySQL,4,Composer;Docker;npm,Unknown,Unknown,4,jQuery;Laravel;WordPress,Unknown,Unknown,4,Notepad++;PhpStorm,Unknown,Unknown,3,openAI GPT (chatbot models),openAI GPT (chatbot models),openAI GPT (chatbot models),1,5,Very favorable,Somewhat trust,"Good, but not great ",Writing code;Search for answers;Learning new concepts or technologies;Other (write in):,4,Learning about a codebase;Debugging or fixing code;Deployment and monitoring;Generating content or synthetic data,4,Project planning;Testing code;Predictive analytics,3,Documenting code;Committing and reviewing code,2,"Yes, Daily","Yes, to a great extent",3670,7,,
Professional Developer,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Freelancer,4,Mid,8,Mid,AI/ML engineer,Less than 20 employees,Micro,Healthcare,Yes,Strong Interest in Changing,United States of America,Bash/Shell (all shells);C;C++;JavaScript;Python,Bash/Shell (all shells);C;C++;Go;MicroPython;Python;SQL;TypeScript,Bash/Shell (all shells);C;C++;Python,9,MySQL;PostgreSQL;Redis,Firebase Realtime Database;MongoDB;MySQL;PostgreSQL,MySQL;PostgreSQL,5,APT;Cargo;Docker;Firebase;Google Cloud;Gradle;Kubernetes;Make;Ninja;Pip;Vercel,APT;Make;Ninja;Pip;Vercel,APT;Make;Ninja;Pip;Vercel,11,Unknown,Unknown,Unknown,1,Visual Studio;Visual Studio Code,Notepad++;Vim;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,4,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Reasoning models,Unknown,Unknown,4,5,Very unfavorable,Highly distrust,Very poor at complex tasks,Writing code;Documenting code;Debugging or fixing code;Testing code;Committing and reviewing code;Search for answers;Creating or maintaining documentation;Learning new concepts or technologies,8,Learning about a codebase;Project planning;Deployment and monitoring;Predictive analytics,4,Unknown,1,Generating content or synthetic data,1,"Yes, Monthly/Infrequent","Yes, to a great extent",40000,3,,
Professional Developer,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,33,Senior,36,Senior,"Developer, full-stack","1,000 to 4,999 employees",Large,Unknown,No,Strong Interest in Changing,United States of America,C#;HTML/CSS;JavaScript;SQL,Elixir;Erlang;Go,Unknown,8,Microsoft SQL Server;PostgreSQL;Snowflake,Unknown,Unknown,4,Amazon Web Services (AWS);Ansible;Chocolatey;Docker;Homebrew;Kubernetes;MSBuild;New Relic;NuGet,Unknown,Unknown,10,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,1,1,Unfavorable,Highly distrust,I don’t use AI / Don’t know,Unknown,1,Unknown,1,Unknown,1,Unknown,1,Unknown,Unknown,500000,4,,
